,index,topic_idx
5368,51022,4
5369,51023,4
5370,51024,3
5371,51025,2
5372,51026,4
5373,51027,6
5374,51028,6
5375,51029,0
5376,51030,4
5377,51031,3
5378,51032,6
5379,51033,1
5380,51034,2
5381,51035,2
5382,51036,6
5383,51037,3
5384,51038,5
5385,51039,3
5386,51040,4
5387,51041,2
5388,51042,6
5389,51043,4
5390,51044,2
5391,51045,5
5392,51046,5
5393,51047,5
5394,51048,5
5395,51049,4
5396,51050,4
5397,51051,6
5398,51052,3
5399,51053,3
5400,51054,6
5401,51055,0
5402,51056,5
5403,51057,2
5404,51058,5
5405,51059,2
5406,51060,5
5407,51061,2
5408,51062,5
5409,51063,0
5410,51064,5
5411,51065,6
5412,51066,6
5413,51067,6
5414,51068,3
5415,51069,3
5416,51070,0
5417,51071,1
5418,51072,0
5419,51073,0
5420,51074,2
5421,51075,6
5422,51076,0
5423,51077,6
5424,51078,1
5425,51079,3
5426,51080,2
5427,51081,3
5428,51082,6
5429,51083,6
5430,51084,4
5431,51085,4
5432,51086,2
5433,51087,0
5434,51088,1
5435,51089,2
5436,51090,5
5437,51091,6
5438,51092,5
5439,51093,0
5440,51094,3
5441,51095,6
5442,51096,1
5443,51097,4
5444,51098,3
5445,51099,3
5446,51100,1
5447,51101,2
5448,51102,1
5449,51103,6
5450,51104,5
5451,51105,2
5452,51106,5
5453,51107,0
5454,51108,3
5455,51109,4
5456,51110,5
5457,51111,1
5458,51112,5
5459,51113,2
5460,51114,2
5461,51115,0
5462,51116,5
5463,51117,3
5464,51118,6
5465,51119,0
5466,51120,5
5467,51121,5
5468,51122,4
5469,51123,6
5470,51124,6
5471,51125,0
5472,51126,6
5473,51127,5
5474,51128,3
5475,51129,4
5476,51130,4
5477,51131,4
5478,51132,5
5479,51133,4
5480,51134,0
5481,51135,0
5482,51136,2
5483,51137,5
5484,51138,6
5485,51139,6
5486,51140,0
5487,51141,5
5488,51142,6
5489,51143,3
5490,51144,1
5491,51145,0
5492,51146,5
5493,51147,5
5494,51148,2
5495,51149,4
5496,51150,1
5497,51151,5
5498,51152,2
5499,51153,2
5500,51154,3
5501,51155,1
5502,51156,3
5503,51157,5
5504,51158,3
5505,51159,6
5506,51160,5
5507,51161,3
5508,51162,0
5509,51163,1
5510,51164,5
5511,51165,0
5512,51166,4
5513,51167,3
5514,51168,6
5515,51169,2
5516,51170,1
5517,51171,1
5518,51172,6
5519,51173,2
5520,51174,6
5521,51175,3
5522,51176,2
5523,51177,6
5524,51178,3
5525,51179,0
5526,51180,2
5527,51181,1
5528,51182,6
5529,51183,6
5530,51184,2
5531,51185,2
5532,51186,0
5533,51187,5
5534,51188,0
5535,51189,5
5536,51190,0
5537,51191,3
5538,51192,5
5539,51193,4
5540,51194,1
5541,51195,5
5542,51196,0
5543,51197,3
5544,51198,1
5545,51199,6
5546,51200,5
5547,51201,5
5548,51202,1
5549,51203,6
5550,51204,3
5551,51205,5
5552,51206,4
5553,51207,6
5554,51208,5
5555,51209,6
5556,51210,6
5557,51211,6
5558,51212,5
5559,51213,4
5560,51214,6
5561,51215,3
5562,51216,6
5563,51217,5
5564,51218,5
5565,51219,3
5566,51220,3
5567,51221,1
5568,51222,5
5569,51223,2
5570,51224,1
5571,51225,0
5572,51226,3
5573,51227,0
5574,51228,4
5575,51229,4
5576,51230,3
5577,51231,6
5578,51232,0
5579,51233,0
5580,51234,5
5581,51235,0
5582,51236,2
5583,51237,6
5584,51238,6
5585,51239,2
5586,51240,0
5587,51241,1
5588,51242,3
5589,51243,5
5590,51244,6
5591,51245,1
5592,51246,4
5593,51247,4
5594,51248,0
5595,51249,3
5596,51250,1
5597,51251,1
5598,51252,2
5599,51253,3
5600,51254,1
5601,51255,5
5602,51256,6
5603,51257,5
5604,51258,3
5605,51259,2
5606,51260,4
5607,51261,6
5608,51262,1
5609,51263,6
5610,51264,3
5611,51265,3
5612,51266,6
5613,51267,6
5614,51268,2
5615,51269,2
5616,51270,0
5617,51271,3
5618,51272,1
5619,51273,6
5620,51274,0
5621,51275,6
5622,51276,3
5623,51277,1
5624,51278,2
5625,51279,1
5626,51280,6
5627,51281,0
5628,51282,1
5629,51283,1
5630,51284,3
5631,51285,1
5632,51286,4
5633,51287,0
5634,51288,4
5635,51289,4
5636,51290,3
5637,51291,4
5638,51292,5
5639,51293,1
5640,51294,3
5641,51295,1
5642,51296,5
5643,51297,5
5644,51298,1
5645,51299,1
5646,51300,2
5647,51301,4
5648,51302,6
5649,51303,4
5650,51304,3
5651,51305,4
5652,51306,3
5653,51307,6
5654,51308,2
5655,51309,5
5656,51310,0
5657,51311,3
5658,51312,5
5659,51313,2
5660,51314,2
5661,51315,3
5662,51316,3
5663,51317,3
5664,51318,0
5665,51319,0
5666,51320,1
5667,51321,0
5668,51322,2
5669,51323,3
5670,51324,6
5671,51325,6
5672,51326,0
5673,51327,6
5674,51328,5
5675,51329,0
5676,51330,0
5677,51331,6
5678,51332,1
5679,51333,3
5680,51334,6
5681,51335,6
5682,51336,4
5683,51337,2
5684,51338,5
5685,51339,5
5686,51340,6
5687,51341,6
5688,51342,3
5689,51343,3
5690,51344,6
5691,51345,4
5692,51346,3
5693,51347,3
5694,51348,2
5695,51349,4
5696,51350,4
5697,51351,4
5698,51352,4
5699,51353,5
5700,51354,1
5701,51355,0
5702,51356,0
5703,51357,3
5704,51358,6
5705,51359,4
5706,51360,2
5707,51361,6
5708,51362,6
5709,51363,4
5710,51364,1
5711,51365,0
5712,51366,0
5713,51367,4
5714,51368,2
5715,51369,4
5716,51370,4
5717,51371,0
5718,51372,0
5719,51373,3
5720,51374,5
5721,51375,5
5722,51376,2
5723,51377,4
5724,51378,0
5725,51379,0
5726,51380,6
5727,51381,3
5728,51382,4
5729,51383,1
5730,51384,2
5731,51385,1
5732,51386,3
5733,51387,0
5734,51388,6
5735,51389,0
5736,51390,0
5737,51391,6
5738,51392,6
5739,51393,4
5740,51394,2
5741,51395,1
5742,51396,4
5743,51397,1
5744,51398,4
5745,51399,3
5746,51400,3
5747,51401,3
5748,51402,3
5749,51403,0
5750,51404,1
5751,51405,6
5752,51406,2
5753,51407,2
5754,51408,2
5755,51409,4
5756,51410,4
5757,51411,6
5758,51412,2
5759,51413,5
5760,51414,3
5761,51415,3
5762,51416,2
5763,51417,1
5764,51418,5
5765,51419,0
5766,51420,5
5767,51421,5
5768,51422,6
5769,51423,3
5770,51424,3
5771,51425,4
5772,51426,5
5773,51427,4
5774,51428,6
5775,51429,1
5776,51430,6
5777,51431,3
5778,51432,4
5779,51433,1
5780,51434,5
5781,51435,6
5782,51436,4
5783,51437,4
5784,51438,5
5785,51439,5
5786,51440,5
5787,51441,5
5788,51442,1
5789,51443,5
5790,51444,1
5791,51445,5
5792,51446,1
5793,51447,4
5794,51448,5
5795,51449,2
5796,51450,4
5797,51451,6
5798,51452,2
5799,51453,6
5800,51454,2
5801,51455,5
5802,51456,1
5803,51457,0
5804,51458,5
5805,51459,3
5806,51460,4
5807,51461,2
5808,51462,1
5809,51463,6
5810,51464,2
5811,51465,5
5812,51466,5
5813,51467,4
5814,51468,4
5815,51469,1
5816,51470,4
5817,51471,6
5818,51472,5
5819,51473,5
5820,51474,4
5821,51475,3
5822,51476,4
5823,51477,2
5824,51478,5
5825,51479,2
5826,51480,6
5827,51481,6
5828,51482,0
5829,51483,6
5830,51484,4
5831,51485,5
5832,51486,1
5833,51487,0
5834,51488,1
5835,51489,0
5836,51490,4
5837,51491,6
5838,51492,0
5839,51493,5
5840,51494,4
5841,51495,4
5842,51496,1
5843,51497,2
5844,51498,6
5845,51499,1
5846,51500,4
5847,51501,2
5848,51502,6
5849,51503,2
5850,51504,5
5851,51505,3
5852,51506,0
5853,51507,3
5854,51508,5
5855,51509,6
5856,51510,4
5857,51511,6
5858,51512,3
5859,51513,3
5860,51514,3
5861,51515,2
5862,51516,1
5863,51517,4
5864,51518,3
5865,51519,6
5866,51520,3
5867,51521,4
5868,51522,4
5869,51523,3
5870,51524,3
5871,51525,3
5872,51526,1
5873,51527,4
5874,51528,3
5875,51529,5
5876,51530,3
5877,51531,4
5878,51532,6
5879,51533,2
5880,51534,3
5881,51535,2
5882,51536,6
5883,51537,5
5884,51538,3
5885,51539,0
5886,51540,2
5887,51541,6
5888,51542,5
5889,51543,0
5890,51544,1
5891,51545,2
5892,51546,0
5893,51547,0
5894,51548,4
5895,51549,4
5896,51550,3
5897,51551,4
5898,51552,1
5899,51553,3
5900,51554,2
5901,51555,2
5902,51556,5
5903,51557,5
5904,51558,4
5905,51559,3
5906,51560,2
5907,51561,6
5908,51562,0
5909,51563,0
5910,51564,6
5911,51565,4
5912,51566,1
5913,51567,6
5914,51568,6
5915,51569,5
5916,51570,1
5917,51571,5
5918,51572,4
5919,51573,2
5920,51574,1
5921,51575,0
5922,51576,5
5923,51577,4
5924,51578,4
5925,51579,5
5926,51580,2
5927,51581,2
5928,51582,1
5929,51583,0
5930,51584,5
5931,51585,0
5932,51586,6
5933,51587,1
5934,51588,6
5935,51589,0
5936,51590,4
5937,51591,3
5938,51592,1
5939,51593,4
5940,51594,5
5941,51595,2
5942,51596,0
5943,51597,5
5944,51598,4
5945,51599,3
5946,51600,3
5947,51601,5
5948,51602,6
5949,51603,3
5950,51604,4
5951,51605,1
5952,51606,4
5953,51607,1
5954,51608,6
5955,51609,3
5956,51610,6
5957,51611,5
5958,51612,0
5959,51613,6
5960,51614,4
5961,51615,2
5962,51616,5
5963,51617,4
5964,51618,2
5965,51619,5
5966,51620,5
5967,51621,5
5968,51622,6
5969,51623,3
5970,51624,0
5971,51625,2
5972,51626,5
5973,51627,5
5974,51628,2
5975,51629,3
5976,51630,0
5977,51631,5
5978,51632,4
5979,51633,1
5980,51634,5
5981,51635,6
5982,51636,0
5983,51637,3
5984,51638,4
5985,51639,3
5986,51640,2
5987,51641,0
5988,51642,4
5989,51643,2
5990,51644,0
5991,51645,3
5992,51646,1
5993,51647,2
5994,51648,5
5995,51649,6
5996,51650,2
5997,51651,5
5998,51652,4
5999,51653,1
6000,51654,3
6001,51655,4
6002,51656,4
6003,51657,6
6004,51658,3
6005,51659,1
6006,51660,6
6007,51661,6
6008,51662,2
6009,51663,4
6010,51664,2
6011,51665,2
6012,51666,0
6013,51667,5
6014,51668,0
6015,51669,4
6016,51670,6
6017,51671,3
6018,51672,4
6019,51673,6
6020,51674,2
6021,51675,2
6022,51676,4
6023,51677,4
6024,51678,5
6025,51679,1
6026,51680,5
6027,51681,2
6028,51682,3
6029,51683,5
6030,51684,5
6031,51685,6
6032,51686,0
6033,51687,2
6034,51688,3
6035,51689,4
6036,51690,4
6037,51691,4
6038,51692,6
6039,51693,6
6040,51694,3
6041,51695,5
6042,51696,6
6043,51697,5
6044,51698,5
6045,51699,2
6046,51700,0
6047,51701,1
6048,51702,6
6049,51703,4
6050,51704,4
6051,51705,4
6052,51706,5
6053,51707,2
6054,51708,5
6055,51709,2
6056,51710,3
6057,51711,3
6058,51712,1
6059,51713,4
6060,51714,1
6061,51715,4
6062,51716,5
6063,51717,0
6064,51718,6
6065,51719,4
6066,51720,4
6067,51721,0
6068,51722,4
6069,51723,1
6070,51724,0
6071,51725,3
6072,51726,1
6073,51727,4
6074,51728,0
6075,51729,0
6076,51730,4
6077,51731,0
6078,51732,5
6079,51733,3
6080,51734,4
6081,51735,6
6082,51736,5
6083,51737,4
6084,51738,6
6085,51739,0
6086,51740,2
6087,51741,3
6088,51742,2
6089,51743,3
6090,51744,2
6091,51745,2
6092,51746,1
6093,51747,3
6094,51748,5
6095,51749,4
6096,51750,4
6097,51751,6
6098,51752,3
6099,51753,3
6100,51754,1
6101,51755,5
6102,51756,4
6103,51757,5
6104,51758,4
6105,51759,2
6106,51760,4
6107,51761,5
6108,51762,2
6109,51763,0
6110,51764,4
6111,51765,6
6112,51766,3
6113,51767,0
6114,51768,0
6115,51769,4
6116,51770,3
6117,51771,6
6118,51772,2
6119,51773,3
6120,51774,5
6121,51775,1
6122,51776,4
6123,51777,5
6124,51778,6
6125,51779,4
6126,51780,1
6127,51781,4
6128,51782,1
6129,51783,0
6130,51784,4
6131,51785,3
6132,51786,1
6133,51787,6
6134,51788,6
6135,51789,3
6136,51790,1
6137,51791,2
6138,51792,3
6139,51793,6
6140,51794,3
6141,51795,3
6142,51796,3
6143,51797,2
6144,51798,6
6145,51799,2
6146,51800,4
6147,51801,1
6148,51802,3
6149,51803,3
6150,51804,0
6151,51805,3
6152,51806,1
6153,51807,3
6154,51808,5
6155,51809,0
6156,51810,5
6157,51811,4
6158,51812,6
6159,51813,3
6160,51814,6
6161,51815,2
6162,51816,3
6163,51817,3
6164,51818,6
6165,51819,3
6166,51820,3
6167,51821,2
6168,51822,2
6169,51823,0
6170,51824,2
6171,51825,1
6172,51826,0
6173,51827,2
6174,51828,0
6175,51829,4
6176,51830,2
6177,51831,3
6178,51832,5
6179,51833,5
6180,51834,6
6181,51835,1
6182,51836,6
6183,51837,3
6184,51838,3
6185,51839,2
6186,51840,5
6187,51841,0
6188,51842,3
6189,51843,0
6190,51844,0
6191,51845,5
6192,51846,5
6193,51847,1
6194,51848,2
6195,51849,6
6196,51850,4
6197,51851,6
6198,51852,5
6199,51853,3
6200,51854,1
6201,51855,6
6202,51856,0
6203,51857,0
6204,51858,6
6205,51859,2
6206,51860,5
6207,51861,5
6208,51862,6
6209,51863,0
6210,51864,4
6211,51865,1
6212,51866,3
6213,51867,1
6214,51868,2
6215,51869,5
6216,51870,2
6217,51871,6
6218,51872,2
6219,51873,1
6220,51874,6
6221,51875,4
6222,51876,1
6223,51877,2
6224,51878,4
6225,51879,6
6226,51880,5
6227,51881,3
6228,51882,2
6229,51883,2
6230,51884,0
6231,51885,6
6232,51886,1
6233,51887,6
6234,51888,2
6235,51889,6
6236,51890,6
6237,51891,3
6238,51892,5
6239,51893,5
6240,51894,5
6241,51895,5
6242,51896,1
6243,51897,6
6244,51898,3
6245,51899,4
6246,51900,3
6247,51901,0
6248,51902,2
6249,51903,1
6250,51904,6
6251,51905,6
6252,51906,2
6253,51907,1
6254,51908,6
6255,51909,6
6256,51910,1
6257,51911,2
6258,51912,4
6259,51913,4
6260,51914,6
6261,51915,3
6262,51916,5
6263,51917,5
6264,51918,1
6265,51919,1
6266,51920,1
6267,51921,5
6268,51922,2
6269,51923,6
6270,51924,5
6271,51925,5
6272,51926,1
6273,51927,3
6274,51928,4
6275,51929,4
6276,51930,3
6277,51931,5
6278,51932,6
6279,51933,5
6280,51934,2
6281,51935,2
6282,51936,3
6283,51937,2
6284,51938,4
6285,51939,4
6286,51940,4
6287,51941,0
6288,51942,4
6289,51943,3
6290,51944,2
6291,51945,3
6292,51946,1
6293,51947,3
6294,51948,5
6295,51949,3
6296,51950,0
6297,51951,4
6298,51952,5
6299,51953,0
6300,51954,2
6301,51955,0
6302,51956,0
6303,51957,3
6304,51958,1
6305,51959,1
6306,51960,1
6307,51961,2
6308,51962,4
6309,51963,4
6310,51964,2
6311,51965,4
6312,51966,4
6313,51967,4
6314,51968,5
6315,51969,1
6316,51970,5
6317,51971,5
6318,51972,4
6319,51973,6
6320,51974,5
6321,51975,1
6322,51976,5
6323,51977,6
6324,51978,1
6325,51979,6
6326,51980,4
6327,51981,0
6328,51982,4
6329,51983,6
6330,51984,3
6331,51985,5
6332,51986,0
6333,51987,1
6334,51988,0
6335,51989,3
6336,51990,6
6337,51991,4
6338,51992,5
6339,51993,5
6340,51994,0
6341,51995,6
6342,51996,4
6343,51997,4
6344,51998,4
6345,51999,4
6346,52000,0
6347,52001,5
6348,52002,6
6349,52003,3
6350,52004,1
6351,52005,3
6352,52006,6
6353,52007,5
6354,52008,0
6355,52009,5
6356,52010,4
6357,52011,3
6358,52012,3
6359,52013,4
6360,52014,4
6361,52015,1
6362,52016,4
6363,52017,2
6364,52018,2
6365,52019,5
6366,52020,2
6367,52021,1
6368,52022,2
6369,52023,4
6370,52024,5
6371,52025,5
6372,52026,3
6373,52027,6
6374,52028,4
6375,52029,3
6376,52030,1
6377,52031,6
6378,52032,2
6379,52033,4
6380,52034,5
6381,52035,4
6382,52036,6
6383,52037,6
6384,52038,5
6385,52039,6
6386,52040,6
6387,52041,1
6388,52042,2
6389,52043,2
6390,52044,4
6391,52045,1
6392,52046,2
6393,52047,4
6394,52048,4
6395,52049,0
6396,52050,3
6397,52051,3
6398,52052,6
6399,52053,5
6400,52054,3
6401,52055,4
6402,52056,2
6403,52057,6
6404,52058,4
6405,52059,3
6406,52060,0
6407,52061,0
6408,52062,1
6409,52063,5
6410,52064,1
6411,52065,1
6412,52066,6
6413,52067,6
6414,52068,1
6415,52069,1
6416,52070,2
6417,52071,0
6418,52072,2
6419,52073,1
6420,52074,3
6421,52075,4
6422,52076,3
6423,52077,3
6424,52078,2
6425,52079,5
6426,52080,2
6427,52081,6
6428,52082,2
6429,52083,2
6430,52084,1
6431,52085,4
6432,52086,6
6433,52087,1
6434,52088,6
6435,52089,4
6436,52090,1
6437,52091,0
6438,52092,4
6439,52093,3
6440,52094,2
6441,52095,4
6442,52096,5
6443,52097,0
6444,52098,1
6445,52099,4
6446,52100,4
6447,52101,3
6448,52102,3
6449,52103,0
6450,52104,0
6451,52105,6
6452,52106,6
6453,52107,6
6454,52108,5
6455,52109,5
6456,52110,5
6457,52111,3
6458,52112,0
6459,52113,3
6460,52114,5
6461,52115,6
6462,52116,2
6463,52117,2
6464,52118,4
6465,52119,3
6466,52120,4
6467,52121,5
6468,52122,3
6469,52123,4
6470,52124,2
6471,52125,5
6472,52126,0
6473,52127,5
6474,52128,3
6475,52129,4
6476,52130,0
6477,52131,2
6478,52132,3
6479,52133,4
6480,52134,0
6481,52135,3
6482,52136,5
6483,52137,4
6484,52138,4
6485,52139,3
6486,52140,0
6487,52141,3
6488,52142,6
6489,52143,1
6490,52144,4
6491,52145,6
6492,52146,3
6493,52147,4
6494,52148,6
6495,52149,5
6496,52150,6
6497,52151,0
6498,52152,4
6499,52153,0
6500,52154,0
6501,52155,0
6502,52156,2
6503,52157,2
6504,52158,2
6505,52159,5
6506,52160,5
6507,52161,1
6508,52162,1
6509,52163,2
6510,52164,5
6511,52165,0
6512,52166,4
6513,52167,5
6514,52168,4
6515,52169,4
6516,52170,3
6517,52171,6
6518,52172,4
6519,52173,3
6520,52174,3
6521,52175,6
6522,52176,6
6523,52177,2
6524,52178,0
6525,52179,2
6526,52180,5
6527,52181,3
6528,52182,6
6529,52183,1
6530,52184,6
6531,52185,2
6532,52186,4
6533,52187,4
6534,52188,6
6535,52189,6
6536,52190,1
6537,52191,4
6538,52192,3
6539,52193,6
6540,52194,2
6541,52195,0
6542,52196,2
6543,52197,1
6544,52198,5
6545,52199,4
6546,52200,6
6547,52201,3
6548,52202,4
6549,52203,1
6550,52204,0
6551,52205,5
6552,52206,3
6553,52207,3
6554,52208,0
6555,52209,2
6556,52210,6
6557,52211,4
6558,52212,5
6559,52213,4
6560,52214,4
6561,52215,5
6562,52216,4
6563,52217,5
6564,52218,1
6565,52219,3
6566,52220,6
6567,52221,3
6568,52222,4
6569,52223,4
6570,52224,0
6571,52225,3
6572,52226,0
6573,52227,3
6574,52228,0
6575,52229,4
6576,52230,4
6577,52231,3
6578,52232,0
6579,52233,5
6580,52234,4
6581,52235,4
6582,52236,4
6583,52237,4
6584,52238,5
6585,52239,6
6586,52240,3
6587,52241,4
6588,52242,6
6589,52243,2
6590,52244,4
6591,52245,0
6592,52246,3
6593,52247,3
6594,52248,4
6595,52249,1
6596,52250,0
6597,52251,0
6598,52252,0
6599,52253,1
6600,52254,2
6601,52255,3
6602,52256,4
6603,52257,3
6604,52258,5
6605,52259,5
6606,52260,3
6607,52261,5
6608,52262,6
6609,52263,0
6610,52264,4
6611,52265,3
6612,52266,1
6613,52267,0
6614,52268,5
6615,52269,6
6616,52270,0
6617,52271,0
6618,52272,2
6619,52273,6
6620,52274,4
6621,52275,3
6622,52276,3
6623,52277,4
6624,52278,6
6625,52279,1
6626,52280,0
6627,52281,6
6628,52282,3
6629,52283,4
6630,52284,4
6631,52285,3
6632,52286,3
6633,52287,4
6634,52288,1
6635,52289,4
6636,52290,3
6637,52291,2
6638,52292,5
6639,52293,5
6640,52294,0
6641,52295,4
6642,52296,0
6643,52297,3
6644,52298,5
6645,52299,1
6646,52300,1
6647,52301,3
6648,52302,6
6649,52303,4
6650,52304,4
6651,52305,6
6652,52306,4
6653,52307,6
6654,52308,4
6655,52309,6
6656,52310,3
6657,52311,6
6658,52312,1
6659,52313,4
6660,52314,4
6661,52315,2
6662,52316,3
6663,52317,6
6664,52318,3
6665,52319,5
6666,52320,2
6667,52321,4
6668,52322,6
6669,52323,0
6670,52324,2
6671,52325,5
6672,52326,6
6673,52327,2
6674,52328,5
6675,52329,4
6676,52330,4
6677,52331,1
6678,52332,2
6679,52333,2
6680,52334,6
6681,52335,4
6682,52336,6
6683,52337,4
6684,52338,2
6685,52339,4
6686,52340,4
6687,52341,1
6688,52342,0
6689,52343,6
6690,52344,6
6691,52345,1
6692,52346,6
6693,52347,4
6694,52348,2
6695,52349,5
6696,52350,0
6697,52351,1
6698,52352,4
6699,52353,0
6700,52354,5
6701,52355,0
6702,52356,5
6703,52357,3
6704,52358,4
6705,52359,1
6706,52360,4
6707,52361,3
6708,52362,1
6709,52363,5
6710,52364,1
6711,52365,3
6712,52366,3
6713,52367,3
6714,52368,2
6715,52369,4
6716,52370,1
6717,52371,4
6718,52372,2
6719,52373,3
6720,52374,6
6721,52375,1
6722,52376,2
6723,52377,3
6724,52378,6
6725,52379,0
6726,52380,1
6727,52381,3
6728,52382,2
6729,52383,5
6730,52384,6
6731,52385,5
6732,52386,6
6733,52387,0
6734,52388,2
6735,52389,0
6736,52390,2
6737,52391,1
6738,52392,0
6739,52393,6
6740,52394,5
6741,52395,0
6742,52396,4
6743,52397,5
6744,52398,6
6745,52399,4
6746,52400,1
6747,52401,3
6748,52402,6
6749,52403,4
6750,52404,5
6751,52405,1
6752,52406,1
6753,52407,0
6754,52408,4
6755,52409,2
6756,52410,0
6757,52411,2
6758,52412,4
6759,52413,5
6760,52414,4
6761,52415,4
6762,52416,1
6763,52417,3
6764,52418,0
6765,52419,4
6766,52420,1
6767,52421,5
6768,52422,3
6769,52423,2
6770,52424,1
6771,52425,6
6772,52426,5
6773,52427,3
6774,52428,3
6775,52429,1
6776,52430,1
6777,52431,4
6778,52432,6
6779,52433,4
6780,52434,1
6781,52435,1
6782,52436,3
6783,52437,2
6784,52438,4
6785,52439,3
6786,52440,4
6787,52441,6
6788,52442,2
6789,52443,5
6790,52444,2
6791,52445,3
6792,52446,6
6793,52447,3
6794,52448,5
6795,52449,1
6796,52450,3
6797,52451,3
6798,52452,2
6799,52453,5
6800,52454,2
6801,52455,5
6802,52456,3
6803,52457,6
6804,52458,4
6805,52459,1
6806,52460,2
6807,52461,5
6808,52462,4
6809,52463,4
6810,52464,1
6811,52465,0
6812,52466,5
6813,52467,1
6814,52468,3
6815,52469,6
6816,52470,3
6817,52471,3
6818,52472,1
6819,52473,3
6820,52474,4
6821,52475,3
6822,52476,0
6823,52477,4
6824,52478,3
6825,52479,4
6826,52480,6
6827,52481,6
6828,52482,6
6829,52483,6
6830,52484,5
6831,52485,5
6832,52486,1
6833,52487,6
6834,52488,2
6835,52489,4
6836,52490,0
6837,52491,1
6838,52492,1
6839,52493,0
6840,52494,1
6841,52495,6
6842,52496,3
6843,52497,1
6844,52498,4
6845,52499,6
6846,52500,1
6847,52501,6
6848,52502,5
6849,52503,3
6850,52504,1
6851,52505,5
6852,52506,5
6853,52507,3
6854,52508,1
6855,52509,0
6856,52510,3
6857,52511,2
6858,52512,4
6859,52513,6
6860,52514,4
6861,52515,6
6862,52516,4
6863,52517,6
6864,52518,5
6865,52519,5
6866,52520,6
6867,52521,6
6868,52522,2
6869,52523,1
6870,52524,4
6871,52525,5
6872,52526,2
6873,52527,4
6874,52528,1
6875,52529,4
6876,52530,6
6877,52531,0
6878,52532,6
6879,52533,5
6880,52534,0
6881,52535,1
6882,52536,3
6883,52537,3
6884,52538,6
6885,52539,4
6886,52540,3
6887,52541,6
6888,52542,2
6889,52543,4
6890,52544,0
6891,52545,2
6892,52546,5
6893,52547,6
6894,52548,0
6895,52549,3
6896,52550,3
6897,52551,3
6898,52552,1
6899,52553,6
6900,52554,6
6901,52555,2
6902,52556,5
6903,52557,3
6904,52558,4
6905,52559,3
6906,52560,0
6907,52561,5
6908,52562,4
6909,52563,6
6910,52564,4
6911,52565,2
6912,52566,6
6913,52567,6
6914,52568,1
6915,52569,3
6916,52570,4
6917,52571,1
6918,52572,5
6919,52573,1
6920,52574,4
6921,52575,5
6922,52576,2
6923,52577,3
6924,52578,6
6925,52579,2
6926,52580,5
6927,52581,4
6928,52582,6
6929,52583,6
6930,52584,2
6931,52585,5
6932,52586,5
6933,52587,5
6934,52588,2
6935,52589,2
6936,52590,2
6937,52591,2
6938,52592,0
6939,52593,4
6940,52594,5
6941,52595,3
6942,52596,4
6943,52597,4
6944,52598,1
6945,52599,6
6946,52600,2
6947,52601,3
6948,52602,0
6949,52603,4
6950,52604,4
6951,52605,3
6952,52606,5
6953,52607,4
6954,52608,4
6955,52609,5
6956,52610,5
6957,52611,6
6958,52612,4
6959,52613,5
6960,52614,5
6961,52615,6
6962,52616,2
6963,52617,4
6964,52618,5
6965,52619,0
6966,52620,2
6967,52621,1
6968,52622,0
6969,52623,5
6970,52624,0
6971,52625,2
6972,52626,5
6973,52627,4
6974,52628,2
6975,52629,0
6976,52630,3
6977,52631,4
6978,52632,4
6979,52633,6
6980,52634,1
6981,52635,1
6982,52636,0
6983,52637,3
6984,52638,2
6985,52639,2
6986,52640,4
6987,52641,0
6988,52642,0
6989,52643,5
6990,52644,4
6991,52645,4
6992,52646,3
6993,52647,6
6994,52648,2
6995,52649,2
6996,52650,4
6997,52651,4
6998,52652,2
6999,52653,3
7000,52654,0
7001,52655,4
7002,52656,5
7003,52657,4
7004,52658,3
7005,52659,3
7006,52660,1
7007,52661,6
7008,52662,2
7009,52663,5
7010,52664,2
7011,52665,4
7012,52666,6
7013,52667,3
7014,52668,6
7015,52669,1
7016,52670,4
7017,52671,4
7018,52672,4
7019,52673,5
7020,52674,2
7021,52675,2
7022,52676,0
7023,52677,5
7024,52678,6
7025,52679,2
7026,52680,5
7027,52681,6
7028,52682,0
7029,52683,3
7030,52684,4
7031,52685,1
7032,52686,4
7033,52687,1
7034,52688,2
7035,52689,3
7036,52690,2
7037,52691,1
7038,52692,3
7039,52693,6
7040,52694,2
7041,52695,5
7042,52696,1
7043,52697,4
7044,52698,4
7045,52699,4
7046,52700,5
7047,52701,4
7048,52702,0
7049,52703,4
7050,52704,0
7051,52705,2
7052,52706,3
7053,52707,4
7054,52708,0
7055,52709,5
7056,52710,4
7057,52711,6
7058,52712,0
7059,52713,4
7060,52714,6
7061,52715,5
7062,52716,5
7063,52717,5
7064,52718,6
7065,52719,4
7066,52720,3
7067,52721,3
7068,52722,6
7069,52723,0
7070,52724,4
7071,52725,2
7072,52726,5
7073,52727,2
7074,52728,3
7075,52729,2
7076,52730,4
7077,52731,0
7078,52732,4
7079,52733,5
7080,52734,3
7081,52735,6
7082,52736,0
7083,52737,4
7084,52738,4
7085,52739,4
7086,52740,6
7087,52741,3
7088,52742,1
7089,52743,0
7090,52744,3
7091,52745,0
7092,52746,4
7093,52747,4
7094,52748,4
7095,52749,1
7096,52750,3
7097,52751,3
7098,52752,4
7099,52753,0
7100,52754,2
7101,52755,5
7102,52756,0
7103,52757,1
7104,52758,2
7105,52759,3
7106,52760,0
7107,52761,6
7108,52762,4
7109,52763,6
7110,52764,5
7111,52765,4
7112,52766,3
7113,52767,3
7114,52768,1
7115,52769,6
